Rutgers University	42nd Annual New Jersey Folk Festival	Come out and celebrate the 42nd Annual New Jersey Folk Festival featuring a Bluegrass Showcase!	2016-04-30 10:00:00 Sat	Uncategorized	http://ruevents.rutgers.edu/events/displayEvent.html?eventId=83216	
Rutgers University	Rutgers Swimming	Rutgers Swimming vs New Hampshire	2016-01-23 11:00:00 Sat	Uncategorized	http://ruevents.rutgers.edu/events/displayEvent.html?eventId=83132	
Rutgers University	Catholic Mass	Mass with prayer, scripture, music and reception of Communion.	2016-01-24 12:00:00 Sun	Uncategorized	http://ruevents.rutgers.edu/events/displayEvent.html?eventId=83612	
Rutgers University	Rutgers Women's Basketball	Rutgers Women's Basketball vs Ohio State	2016-01-24 15:00:00 Sun	Uncategorized	http://ruevents.rutgers.edu/events/displayEvent.html?eventId=83133	
Rutgers University	Catholic Mass	Mass with prayer, scripture, music and reception of Communion.	2016-01-24 18:00:00 Sun	Uncategorized	http://ruevents.rutgers.edu/events/displayEvent.html?eventId=83633	
Rutgers University	Catholic Mass	Mass with prayer, scripture, music and reception of Communion.	2016-01-24 18:00:00 Sun	Uncategorized	http://ruevents.rutgers.edu/events/displayEvent.html?eventId=83623	
Rutgers University	Catholic  Mass	Full Mass with prayer, scripture, music, reception of Communion  Takes place at St. Peters Church, 94 Somerset St, CAC	2016-01-24 20:00:00 Sun	Uncategorized	http://ruevents.rutgers.edu/events/displayEvent.html?eventId=83655	
Rutgers University	Genetics Research Seminar with Hannah Seidel, Ph.D.	Please join the Genetics Department for the presentation "Nutritional control of germline stem cells in C. elegans" given by Hannah Seidel, Ph.D., Department of Biochemistry, University of Wisconsin-Madison. Please click on the title for further information.	2016-01-25 12:00:00 Mon	Uncategorized	http://ruevents.rutgers.edu/events/displayEvent.html?eventId=83706	
Rutgers University	"'The Pan African Practice': A Chapter Workshop"	"'The Pan African Practice': A Chapter Workshop"  for Olabode Ibironkes (English) book manuscript, Remapping African Literature.	2016-01-25 15:00:00 Mon	Uncategorized	http://ruevents.rutgers.edu/events/displayEvent.html?eventId=83473	
Rutgers University	Origin of Mean Flows on Western Boundary Shelves,                                                                  including the Mid-Atlantic Bight	Origin of Mean Flows on Western Boundary Shelves,
 including the Mid-Atlantic Bight	2016-01-25 15:45:00 Mon	Uncategorized	http://ruevents.rutgers.edu/events/displayEvent.html?eventId=83808	
Rutgers University	APhA Pharmacy Resume Critique Night	The Resume Clinic provides current Pharmacy students with an opportunity to prepare their professional resume with career professional volunteers. During the 15-minute session, the volunteers will conduct a thorough review of your resume/CV and provide valuable feedback.

REGISTRATION...	2016-01-25 16:00:00 Mon	Uncategorized	http://ruevents.rutgers.edu/events/displayEvent.html?eventId=83249	
Rutgers University	Recruitment Events	Accelerated and Part-Time BS in Nursing Information Session	2016-01-25 17:30:00 Mon	Uncategorized	http://ruevents.rutgers.edu/events/displayEvent.html?eventId=83467	
